Legajo;Estado;Estructura;Convenio;Categoria;ID_Cat;Ingreso;Sexo;provincia;puesto;piramide;Titulo ;ID_PuestoBasico;ID_Banco;Banco;Enero;Febrero;Marzo
25229;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25230;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;11/7/2022;F;CBA                     ;Analista de Control C de Serv;6;NO;ACS     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
25231;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25232;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;339910
25233;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25235;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;13/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;306225;339910;339910
25236;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;13/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25238;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;13/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25243;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;18/7/2022;F;CBA                     ;Analista de Mesa de Ayuda;6;NO;AMA     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;427649;555944;667133
25246;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25248;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25249;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25250;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25251;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;262479;291351;291351
25252;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25253;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25254;ACTI;Dentro de convenio;ATCC    ;20,0 Hs. CATEGORIA 3 CCT688/14;H33 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;174986;194234;194234
25259;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25260;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25261;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25262;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25266;ACTI;Dentro de convenio;ATCC    ;30 Hs. CATEGORIA OP. A CCT 781;OP30;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;174986;194234;194234
25267;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25268;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25269;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25270;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25273;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25275;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25277;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25281;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25283;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25286;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25287;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25288;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25290;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25293;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25296;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;349622;349622
25297;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25298;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25299;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25300;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25305;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25307;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25311;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25315;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25316;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25317;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25318;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25319;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25320;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25322;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25323;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25324;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25326;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25327;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25328;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25331;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25332;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25333;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25334;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25335;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25336;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25337;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25339;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25341;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25342;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;349622
25343;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25345;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25346;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25348;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25350;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25353;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25354;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25355;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25356;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25357;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25358;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25360;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25361;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25362;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25366;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25367;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
25368;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25369;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25374;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;306225;291351;291351
25375;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;218732;242793;242793
25381;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25382;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25386;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25387;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;9/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25389;ACTI;Dentro de convenio;ATCC    ;31,0 Hs. CATEGORIA 3 CCT688/14;H11 ;9/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;271228;301063;301063
25390;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25391;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;9/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;306225;339910;339910
25396;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25397;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;306225;339910;339910
25398;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25399;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25403;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;339910
25405;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
25407;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;218732;242793;242793
25408;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;218732;242793;242793
25413;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25414;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;23/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25415;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25420;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;23/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25422;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;23/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25425;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;23/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25427;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/12/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25429;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/12/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25430;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/12/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25432;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/12/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
25433;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/12/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25434;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/12/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
25435;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/12/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
